,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,749.32,460717689,150.274985,-80.057117,86,28,100105.99-800325.6,57223.9105,0,0,5,1,1,0.815,,,,,,,,,,,,,18.2375,0.0281,18.1068,0.1604,17.6268,0.0141,17.8206,0.1624,17.3565,0.0401,17.6601,0.1034,15,
☄,749.46,460716400,150.908793,-80.130769,54,33,100338.11-800750.7,57145.9681,1,0,13,3,1,0.979,,,,,,,,,16.5823,0.0262,16.4591,0.0669,16.2311,0.0225,16.1839,0.0266,15.9376,0.0071,15.9804,0.0273,15.8864,0.0087,15.8268,0.0834,15,
☄,749.48,460717086,150.033323,-79.941918,25,37,100007.99-795630.9,57223.2789,0,0,5,1,1,0.742,,,,,,,,,,,,,17.7566,0.0159,17.8958,0.1882,17.4785,0.0403,17.4403,0.0716,17.3804,0.0161,17.3777,0.1283,15,
☄,749.5,460657594,151.431486,-79.724899,29,42,100543.55-794329.6,57196.8456,0,0,3,1,1,0.623,,,,,,,,,,,,,,,,,18.0792,0.0946,18.0902,0.2193,17.5,0.0269,17.4728,0.1455,15,
☄,749.69,460715548,151.966055,-80.093337,33,32,100751.85-800536.0,57291.5788,2,4,21,2,1,0.986,16.596,0.0335,16.4922,0.1742,16.2149,0.047,16.1516,0.1877,14.895,0.0079,14.9054,0.0138,14.5451,0.0081,14.5316,0.0145,14.2959,0.0081,14.2996,0.0277,14.2091,0.0048,14.2215,0.0265,10.3,460715549
☄,749.92,460716428,150.611005,-80.109123,53,111,100226.64-800632.8,57235.0707,0,0,7,3,1,0.858,,,,,,,,,,,,,,,,,17.4982,0.0296,17.5808,0.0936,16.9236,0.0114,16.8686,0.0597,10,460716430
☄,750.52,460656156,152.069373,-79.784094,68,31,100816.64-794702.7,57365.0854,0,0,9,2,1,0.927,,,,,,,,,,,,,17.598,0.088,17.6194,0.2643,17.2267,0.0082,17.2339,0.035,17.0512,0.0391,17.0982,0.0978,15,
☄,750.71,460658058,150.355403,-79.787791,76,37,100125.29-794716.0,57317.523,0,3,15,1,1,0.983,17.3882,0.0403,16.9511,0.134,17.0101,0.0229,17.0794,0.1029,15.5716,0.0104,15.5664,0.0236,15.0878,0.0085,15.1256,0.0182,14.8592,0.0072,14.8319,0.0142,14.7407,0.0053,14.7478,0.0132,15,
☄,751.13,460657952,150.798493,-79.735053,26,23,100311.63-794406.1,57336.9854,0,0,11,2,1,0.981,,,,,,,,,16.9642,0.0128,17.0984,0.1316,16.43,0.022,16.4232,0.0356,16.0117,0.0135,16.0264,0.0347,15.8453,0.0085,15.8757,0.0254,15,
☄,751.49,460657680,151.106111,-79.722073,25,42,100425.46-794319.4,57229.5117,0,0,18,1,1,0.983,17.4603,0.056,17.4693,0.2063,16.8796,0.0142,17.0017,0.1807,15.0992,0.0125,15.1482,0.0175,14.5578,0.0175,14.5701,0.0129,14.1862,0.01,14.1946,0.0115,14.0175,0.0055,14.0385,0.0071,15,
☄,751.72,460717667,150.431535,-80.087162,14,25,100143.56-800513.7,57335.8094,0,0,14,2,1,0.982,,,,,,,,,16.7747,0.0119,16.7776,0.1154,16.2599,0.0159,16.2852,0.0709,15.9067,0.0108,15.9171,0.0296,15.7437,0.0093,15.8053,0.0283,15,
☄,751.76,460716928,150.050243,-79.892059,26,37,100012.05-795331.4,57196.4942,0,0,12,2,1,0.978,,,,,,,,,16.8933,0.0099,16.9591,0.0564,16.558,0.0297,16.6104,0.0463,16.334,0.0121,16.288,0.0411,16.2457,0.0325,16.2113,0.0625,9.5,460716929
